id,url,name,amount
57,"https://terraria.wiki.gg/wiki/Demonite_Bar","Demonite Bar",25
58,"https://terraria.wiki.gg/wiki/Heart","Heart","n/a"
59,"https://terraria.wiki.gg/wiki/Corrupt_Seeds","Corrupt Seeds",25
60,"https://terraria.wiki.gg/wiki/Vile_Mushroom","Vile Mushroom",25
61,"https://terraria.wiki.gg/wiki/Ebonstone_Block","Ebonstone Block",100
62,"https://terraria.wiki.gg/wiki/Grass_Seeds","Grass Seeds",25
63,"https://terraria.wiki.gg/wiki/Sunflower","Sunflower",5
64,"https://terraria.wiki.gg/wiki/Vilethorn","Vilethorn",1
65,"https://terraria.wiki.gg/wiki/Starfury","Starfury",1
66,"https://terraria.wiki.gg/wiki/Purification_Powder","Purification Powder",99
67,"https://terraria.wiki.gg/wiki/Vile_Powder","Vile Powder",99
68,"https://terraria.wiki.gg/wiki/Rotten_Chunk","Rotten Chunk",25
69,"https://terraria.wiki.gg/wiki/Worm_Tooth","Worm Tooth",25
70,"https://terraria.wiki.gg/wiki/Worm_Food","Worm Food",3
71,"https://terraria.wiki.gg/wiki/Copper_Coin","Copper Coin",100
72,"https://terraria.wiki.gg/wiki/Silver_Coin","Silver Coin",100
73,"https://terraria.wiki.gg/wiki/Gold_Coin","Gold Coin",100
74,"https://terraria.wiki.gg/wiki/Platinum_Coin","Platinum Coin",100
75,"https://terraria.wiki.gg/wiki/Fallen_Star","Fallen Star",50
76,"https://terraria.wiki.gg/wiki/Copper_Greaves","Copper Greaves",1
77,"https://terraria.wiki.gg/wiki/Iron_Greaves","Iron Greaves",1
78,"https://terraria.wiki.gg/wiki/Silver_Greaves","Silver Greaves",1
79,"https://terraria.wiki.gg/wiki/Gold_Greaves","Gold Greaves",1
80,"https://terraria.wiki.gg/wiki/Copper_Chainmail","Copper Chainmail",1
81,"https://terraria.wiki.gg/wiki/Iron_Chainmail","Iron Chainmail",1
82,"https://terraria.wiki.gg/wiki/Silver_Chainmail","Silver Chainmail",1
83,"https://terraria.wiki.gg/wiki/Gold_Chainmail","Gold Chainmail",1
84,"https://terraria.wiki.gg/wiki/Grappling_Hook","Grappling Hook",1
85,"https://terraria.wiki.gg/wiki/Chain","Chain",100
86,"https://terraria.wiki.gg/wiki/Shadow_Scale","Shadow Scale",25
87,"https://terraria.wiki.gg/wiki/Piggy_Bank","Piggy Bank",1
88,"https://terraria.wiki.gg/wiki/Mining_Helmet","Mining Helmet",1
89,"https://terraria.wiki.gg/wiki/Copper_Helmet","Copper Helmet",1
90,"https://terraria.wiki.gg/wiki/Iron_Helmet","Iron Helmet",1
91,"https://terraria.wiki.gg/wiki/Silver_Helmet","Silver Helmet",1
92,"https://terraria.wiki.gg/wiki/Gold_Helmet","Gold Helmet",1
93,"https://terraria.wiki.gg/wiki/Wood_Wall","Wood Wall",400
94,"https://terraria.wiki.gg/wiki/Wood_Platform","Wood Platform",200
95,"https://terraria.wiki.gg/wiki/Flintlock_Pistol","Flintlock Pistol",1
96,"https://terraria.wiki.gg/wiki/Musket","Musket",1
97,"https://terraria.wiki.gg/wiki/Musket_Ball","Musket Ball",99
98,"https://terraria.wiki.gg/wiki/Minishark","Minishark",1
99,"https://terraria.wiki.gg/wiki/Iron_Bow","Iron Bow",1
100,"https://terraria.wiki.gg/wiki/Shadow_Greaves","Shadow Greaves",1
101,"https://terraria.wiki.gg/wiki/Shadow_Scalemail","Shadow Scalemail",1
102,"https://terraria.wiki.gg/wiki/Shadow_Helmet","Shadow Helmet",1
103,"https://terraria.wiki.gg/wiki/Nightmare_Pickaxe","Nightmare Pickaxe",1
104,"https://terraria.wiki.gg/wiki/The_Breaker","The Breaker",1
105,"https://terraria.wiki.gg/wiki/Candle","Candle",1
106,"https://terraria.wiki.gg/wiki/Copper_Chandelier","Copper Chandelier",1
107,"https://terraria.wiki.gg/wiki/Silver_Chandelier","Silver Chandelier",1
108,"https://terraria.wiki.gg/wiki/Gold_Chandelier","Gold Chandelier",1
109,"https://terraria.wiki.gg/wiki/Mana_Crystal","Mana Crystal",10
110,"https://terraria.wiki.gg/wiki/Lesser_Mana_Potion","Lesser Mana Potion",30
111,"https://terraria.wiki.gg/wiki/Band_of_Starpower","Band of Starpower",1
112,"https://terraria.wiki.gg/wiki/Flower_of_Fire","Flower of Fire",1
113,"https://terraria.wiki.gg/wiki/Magic_Missile","Magic Missile",1
114,"https://terraria.wiki.gg/wiki/Dirt_Rod","Dirt Rod",1
115,"https://terraria.wiki.gg/wiki/Shadow_Orb_(item)","Shadow Orb",1
116,"https://terraria.wiki.gg/wiki/Meteorite","Meteorite",100
117,"https://terraria.wiki.gg/wiki/Meteorite_Bar","Meteorite Bar",25
118,"https://terraria.wiki.gg/wiki/Hook","Hook",1
119,"https://terraria.wiki.gg/wiki/Flamarang","Flamarang",1
120,"https://terraria.wiki.gg/wiki/Molten_Fury","Molten Fury",1
121,"https://terraria.wiki.gg/wiki/Volcano","Volcano",1
122,"https://terraria.wiki.gg/wiki/Molten_Pickaxe","Molten Pickaxe",1
123,"https://terraria.wiki.gg/wiki/Meteor_Helmet","Meteor Helmet",1
124,"https://terraria.wiki.gg/wiki/Meteor_Suit","Meteor Suit",1
125,"https://terraria.wiki.gg/wiki/Meteor_Leggings","Meteor Leggings",1
126,"https://terraria.wiki.gg/wiki/Bottled_Water","Bottled Water",30
127,"https://terraria.wiki.gg/wiki/Space_Gun","Space Gun",1
128,"https://terraria.wiki.gg/wiki/Rocket_Boots","Rocket Boots",1
129,"https://terraria.wiki.gg/wiki/Gray_Brick","Gray Brick",100
130,"https://terraria.wiki.gg/wiki/Gray_Brick_Wall","Gray Brick Wall",400
131,"https://terraria.wiki.gg/wiki/Red_Brick","Red Brick",100
132,"https://terraria.wiki.gg/wiki/Red_Brick_Wall","Red Brick Wall",400
133,"https://terraria.wiki.gg/wiki/Clay_Block","Clay Block",100
134,"https://terraria.wiki.gg/wiki/Blue_Brick","Blue Brick",100
135,"https://terraria.wiki.gg/wiki/Blue_Brick_Wall","Blue Brick Wall",400
136,"https://terraria.wiki.gg/wiki/Chain_Lantern","Chain Lantern",1
137,"https://terraria.wiki.gg/wiki/Green_Brick","Green Brick",100
138,"https://terraria.wiki.gg/wiki/Green_Brick_Wall","Green Brick Wall",400
139,"https://terraria.wiki.gg/wiki/Pink_Brick","Pink Brick",100
140,"https://terraria.wiki.gg/wiki/Pink_Brick_Wall","Pink Brick Wall",400
141,"https://terraria.wiki.gg/wiki/Gold_Brick","Gold Brick",100
142,"https://terraria.wiki.gg/wiki/Gold_Brick_Wall","Gold Brick Wall",400
143,"https://terraria.wiki.gg/wiki/Silver_Brick","Silver Brick",100
144,"https://terraria.wiki.gg/wiki/Silver_Brick_Wall","Silver Brick Wall",400
145,"https://terraria.wiki.gg/wiki/Copper_Brick","Copper Brick",100
146,"https://terraria.wiki.gg/wiki/Copper_Brick_Wall","Copper Brick Wall",400
147,"https://terraria.wiki.gg/wiki/Spike","Spike",100
148,"https://terraria.wiki.gg/wiki/Water_Candle","Water Candle",1
149,"https://terraria.wiki.gg/wiki/Book","Book",25
150,"https://terraria.wiki.gg/wiki/Cobweb","Cobweb",50
151,"https://terraria.wiki.gg/wiki/Necro_Helmet","Necro Helmet",1
152,"https://terraria.wiki.gg/wiki/Necro_Breastplate","Necro Breastplate",1
153,"https://terraria.wiki.gg/wiki/Necro_Greaves","Necro Greaves",1
154,"https://terraria.wiki.gg/wiki/Bone","Bone",99
155,"https://terraria.wiki.gg/wiki/Muramasa","Muramasa",1
156,"https://terraria.wiki.gg/wiki/Cobalt_Shield","Cobalt Shield",1
157,"https://terraria.wiki.gg/wiki/Aqua_Scepter","Aqua Scepter",1
158,"https://terraria.wiki.gg/wiki/Lucky_Horseshoe","Lucky Horseshoe",1
159,"https://terraria.wiki.gg/wiki/Shiny_Red_Balloon","Shiny Red Balloon",1
160,"https://terraria.wiki.gg/wiki/Harpoon","Harpoon",1
161,"https://terraria.wiki.gg/wiki/Spiky_Ball","Spiky Ball",99
162,"https://terraria.wiki.gg/wiki/Ball_O%27_Hurt","Ball O' Hurt",1
163,"https://terraria.wiki.gg/wiki/Blue_Moon","Blue Moon",1
164,"https://terraria.wiki.gg/wiki/Handgun","Handgun",1
165,"https://terraria.wiki.gg/wiki/Water_Bolt","Water Bolt",1
166,"https://terraria.wiki.gg/wiki/Bomb","Bomb",99
167,"https://terraria.wiki.gg/wiki/Dynamite","Dynamite",99
168,"https://terraria.wiki.gg/wiki/Grenade","Grenade",99
169,"https://terraria.wiki.gg/wiki/Sand_Block","Sand Block",100
170,"https://terraria.wiki.gg/wiki/Glass","Glass",100
171,"https://terraria.wiki.gg/wiki/Sign","Sign",1
172,"https://terraria.wiki.gg/wiki/Ash_Block","Ash Block",100
173,"https://terraria.wiki.gg/wiki/Obsidian","Obsidian",100
174,"https://terraria.wiki.gg/wiki/Hellstone","Hellstone",100
175,"https://terraria.wiki.gg/wiki/Hellstone_Bar","Hellstone Bar",25
176,"https://terraria.wiki.gg/wiki/Mud_Block","Mud Block",100
177,"https://terraria.wiki.gg/wiki/Sapphire","Sapphire",15
178,"https://terraria.wiki.gg/wiki/Ruby","Ruby",15
179,"https://terraria.wiki.gg/wiki/Emerald","Emerald",15
180,"https://terraria.wiki.gg/wiki/Topaz","Topaz",15
181,"https://terraria.wiki.gg/wiki/Amethyst","Amethyst",15
182,"https://terraria.wiki.gg/wiki/Diamond","Diamond",15
183,"https://terraria.wiki.gg/wiki/Glowing_Mushroom","Glowing Mushroom",100
184,"https://terraria.wiki.gg/wiki/Star","Star","n/a"
185,"https://terraria.wiki.gg/wiki/Ivy_Whip","Ivy Whip",1
186,"https://terraria.wiki.gg/wiki/Breathing_Reed","Breathing Reed",1
187,"https://terraria.wiki.gg/wiki/Flipper","Flipper",1
188,"https://terraria.wiki.gg/wiki/Healing_Potion","Healing Potion",30
189,"https://terraria.wiki.gg/wiki/Mana_Potion","Mana Potion",30
190,"https://terraria.wiki.gg/wiki/Blade_of_Grass","Blade of Grass",1
191,"https://terraria.wiki.gg/wiki/Thorn_Chakram","Thorn Chakram",1
192,"https://terraria.wiki.gg/wiki/Obsidian_Brick","Obsidian Brick",100
193,"https://terraria.wiki.gg/wiki/Obsidian_Skull","Obsidian Skull",1
194,"https://terraria.wiki.gg/wiki/Mushroom_Grass_Seeds","Mushroom Grass Seeds",25
195,"https://terraria.wiki.gg/wiki/Jungle_Grass_Seeds","Jungle Grass Seeds",25
196,"https://terraria.wiki.gg/wiki/Wooden_Hammer","Wooden Hammer",1
197,"https://terraria.wiki.gg/wiki/Star_Cannon","Star Cannon",1
198,"https://terraria.wiki.gg/wiki/Blue_Phaseblade","Blue Phaseblade",1
199,"https://terraria.wiki.gg/wiki/Red_Phaseblade","Red Phaseblade",1
200,"https://terraria.wiki.gg/wiki/Green_Phaseblade","Green Phaseblade",1
201,"https://terraria.wiki.gg/wiki/Purple_Phaseblade","Purple Phaseblade",1
202,"https://terraria.wiki.gg/wiki/White_Phaseblade","White Phaseblade",1
203,"https://terraria.wiki.gg/wiki/Yellow_Phaseblade","Yellow Phaseblade",1
204,"https://terraria.wiki.gg/wiki/Meteor_Hamaxe","Meteor Hamaxe",1
205,"https://terraria.wiki.gg/wiki/Empty_Bucket","Empty Bucket",1
206,"https://terraria.wiki.gg/wiki/Water_Bucket","Water Bucket",1
207,"https://terraria.wiki.gg/wiki/Lava_Bucket","Lava Bucket",1
208,"https://terraria.wiki.gg/wiki/Jungle_Rose","Jungle Rose",1
209,"https://terraria.wiki.gg/wiki/Stinger","Stinger",25
210,"https://terraria.wiki.gg/wiki/Vine","Vine",5
211,"https://terraria.wiki.gg/wiki/Feral_Claws","Feral Claws",1
212,"https://terraria.wiki.gg/wiki/Anklet_of_the_Wind","Anklet of the Wind",1
213,"https://terraria.wiki.gg/wiki/Staff_of_Regrowth","Staff of Regrowth",1
214,"https://terraria.wiki.gg/wiki/Hellstone_Brick","Hellstone Brick",100
215,"https://terraria.wiki.gg/wiki/Whoopie_Cushion","Whoopie Cushion",1
216,"https://terraria.wiki.gg/wiki/Shackle","Shackle",1
217,"https://terraria.wiki.gg/wiki/Molten_Hamaxe","Molten Hamaxe",1
218,"https://terraria.wiki.gg/wiki/Flamelash","Flamelash",1
219,"https://terraria.wiki.gg/wiki/Phoenix_Blaster","Phoenix Blaster",1
220,"https://terraria.wiki.gg/wiki/Sunfury","Sunfury",1
221,"https://terraria.wiki.gg/wiki/Hellforge","Hellforge",1
222,"https://terraria.wiki.gg/wiki/Clay_Pot","Clay Pot",1
223,"https://terraria.wiki.gg/wiki/Nature%27s_Gift","Nature's Gift",1
224,"https://terraria.wiki.gg/wiki/Bed","Bed",1
225,"https://terraria.wiki.gg/wiki/Silk","Silk",25
226,"https://terraria.wiki.gg/wiki/Lesser_Restoration_Potion","Lesser Restoration Potion",30
227,"https://terraria.wiki.gg/wiki/Restoration_Potion","Restoration Potion",30
228,"https://terraria.wiki.gg/wiki/Jungle_Hat","Jungle Hat",1
229,"https://terraria.wiki.gg/wiki/Jungle_Shirt","Jungle Shirt",1
230,"https://terraria.wiki.gg/wiki/Jungle_Pants","Jungle Pants",1
231,"https://terraria.wiki.gg/wiki/Molten_Helmet","Molten Helmet",1
232,"https://terraria.wiki.gg/wiki/Molten_Breastplate","Molten Breastplate",1
233,"https://terraria.wiki.gg/wiki/Molten_Greaves","Molten Greaves",1
234,"https://terraria.wiki.gg/wiki/Meteor_Shot","Meteor Shot",99
235,"https://terraria.wiki.gg/wiki/Sticky_Bomb","Sticky Bomb",99
236,"https://terraria.wiki.gg/wiki/Black_Lens","Black Lens",1
237,"https://terraria.wiki.gg/wiki/Sunglasses","Sunglasses",1
238,"https://terraria.wiki.gg/wiki/Wizard_Hat","Wizard Hat",1
239,"https://terraria.wiki.gg/wiki/Top_Hat","Top Hat",1
240,"https://terraria.wiki.gg/wiki/Tuxedo_Shirt","Tuxedo Shirt",1
241,"https://terraria.wiki.gg/wiki/Tuxedo_Pants","Tuxedo Pants",1
242,"https://terraria.wiki.gg/wiki/Summer_Hat","Summer Hat",1
243,"https://terraria.wiki.gg/wiki/Bunny_Hood","Bunny Hood",1
244,"https://terraria.wiki.gg/wiki/Plumber%27s_Hat","Plumber's Hat",1
245,"https://terraria.wiki.gg/wiki/Plumber%27s_Shirt","Plumber's Shirt",1
246,"https://terraria.wiki.gg/wiki/Plumber%27s_Pants","Plumber's Pants",1
247,"https://terraria.wiki.gg/wiki/Hero%27s_Hat","Hero's Hat",1
248,"https://terraria.wiki.gg/wiki/Hero%27s_Shirt","Hero's Shirt",1
249,"https://terraria.wiki.gg/wiki/Hero%27s_Pants","Hero's Pants",1
250,"https://terraria.wiki.gg/wiki/Fish_Bowl","Fish Bowl",1
251,"https://terraria.wiki.gg/wiki/Archaeologist%27s_Hat","Archaeologist's Hat",1
252,"https://terraria.wiki.gg/wiki/Archaeologist%27s_Jacket","Archaeologist's Jacket",1
253,"https://terraria.wiki.gg/wiki/Archaeologist%27s_Pants","Archaeologist's Pants",1
254,"https://terraria.wiki.gg/wiki/Black_Thread","Black Thread",5
255,"https://terraria.wiki.gg/wiki/Green_Thread","Green Thread",5
256,"https://terraria.wiki.gg/wiki/Ninja_Hood","Ninja Hood",1
257,"https://terraria.wiki.gg/wiki/Ninja_Shirt","Ninja Shirt",1
258,"https://terraria.wiki.gg/wiki/Ninja_Pants","Ninja Pants",1
259,"https://terraria.wiki.gg/wiki/Leather","Leather",5
260,"https://terraria.wiki.gg/wiki/Red_Hat","Red Hat",1
261,"https://terraria.wiki.gg/wiki/Goldfish","Goldfish",5
262,"https://terraria.wiki.gg/wiki/Robe","Robe",1
263,"https://terraria.wiki.gg/wiki/Robot_Hat","Robot Hat",1
264,"https://terraria.wiki.gg/wiki/Gold_Crown","Gold Crown",1
265,"https://terraria.wiki.gg/wiki/Hellfire_Arrow","Hellfire Arrow",99
266,"https://terraria.wiki.gg/wiki/Sandgun","Sandgun",1
267,"https://terraria.wiki.gg/wiki/Guide_Voodoo_Doll","Guide Voodoo Doll",1
268,"https://terraria.wiki.gg/wiki/Diving_Helmet","Diving Helmet",1
269,"https://terraria.wiki.gg/wiki/Familiar_Shirt","Familiar Shirt",1
270,"https://terraria.wiki.gg/wiki/Familiar_Pants","Familiar Pants",1
271,"https://terraria.wiki.gg/wiki/Familiar_Wig","Familiar Wig",1
272,"https://terraria.wiki.gg/wiki/Demon_Scythe","Demon Scythe",1
273,"https://terraria.wiki.gg/wiki/Night%27s_Edge","Night's Edge",1
274,"https://terraria.wiki.gg/wiki/Dark_Lance","Dark Lance",1
275,"https://terraria.wiki.gg/wiki/Coral","Coral",25
276,"https://terraria.wiki.gg/wiki/Cactus","Cactus",100
277,"https://terraria.wiki.gg/wiki/Trident","Trident",1
278,"https://terraria.wiki.gg/wiki/Silver_Bullet","Silver Bullet",99
279,"https://terraria.wiki.gg/wiki/Throwing_Knife","Throwing Knife",99
280,"https://terraria.wiki.gg/wiki/Spear","Spear",1
281,"https://terraria.wiki.gg/wiki/Blowpipe","Blowpipe",1
282,"https://terraria.wiki.gg/wiki/Glowstick","Glowstick",100
283,"https://terraria.wiki.gg/wiki/Seed","Seed",99
284,"https://terraria.wiki.gg/wiki/Wooden_Boomerang","Wooden Boomerang",1
285,"https://terraria.wiki.gg/wiki/Aglet","Aglet",1
286,"https://terraria.wiki.gg/wiki/Sticky_Glowstick","Sticky Glowstick",100
287,"https://terraria.wiki.gg/wiki/Poisoned_Knife","Poisoned Knife",99
288,"https://terraria.wiki.gg/wiki/Obsidian_Skin_Potion","Obsidian Skin Potion",20
289,"https://terraria.wiki.gg/wiki/Regeneration_Potion","Regeneration Potion",20
290,"https://terraria.wiki.gg/wiki/Swiftness_Potion","Swiftness Potion",20
291,"https://terraria.wiki.gg/wiki/Gills_Potion","Gills Potion",20
292,"https://terraria.wiki.gg/wiki/Ironskin_Potion","Ironskin Potion",20
293,"https://terraria.wiki.gg/wiki/Mana_Regeneration_Potion","Mana Regeneration Potion",20
294,"https://terraria.wiki.gg/wiki/Magic_Power_Potion","Magic Power Potion",20
295,"https://terraria.wiki.gg/wiki/Featherfall_Potion","Featherfall Potion",20
296,"https://terraria.wiki.gg/wiki/Spelunker_Potion","Spelunker Potion",20
297,"https://terraria.wiki.gg/wiki/Invisibility_Potion","Invisibility Potion",20
298,"https://terraria.wiki.gg/wiki/Shine_Potion","Shine Potion",20
299,"https://terraria.wiki.gg/wiki/Night_Owl_Potion","Night Owl Potion",20
300,"https://terraria.wiki.gg/wiki/Battle_Potion","Battle Potion",20
301,"https://terraria.wiki.gg/wiki/Thorns_Potion","Thorns Potion",20
302,"https://terraria.wiki.gg/wiki/Water_Walking_Potion","Water Walking Potion",20
303,"https://terraria.wiki.gg/wiki/Archery_Potion","Archery Potion",20
304,"https://terraria.wiki.gg/wiki/Hunter_Potion","Hunter Potion",20
305,"https://terraria.wiki.gg/wiki/Gravitation_Potion","Gravitation Potion",20
306,"https://terraria.wiki.gg/wiki/Gold_Chest","Gold Chest",1
307,"https://terraria.wiki.gg/wiki/Daybloom_Seeds","Daybloom Seeds",25
308,"https://terraria.wiki.gg/wiki/Moonglow_Seeds","Moonglow Seeds",25
309,"https://terraria.wiki.gg/wiki/Blinkroot_Seeds","Blinkroot Seeds",25
310,"https://terraria.wiki.gg/wiki/Deathweed_Seeds","Deathweed Seeds",25
311,"https://terraria.wiki.gg/wiki/Waterleaf_Seeds","Waterleaf Seeds",25
312,"https://terraria.wiki.gg/wiki/Fireblossom_Seeds","Fireblossom Seeds",25
313,"https://terraria.wiki.gg/wiki/Daybloom","Daybloom",25
314,"https://terraria.wiki.gg/wiki/Moonglow","Moonglow",25
315,"https://terraria.wiki.gg/wiki/Blinkroot","Blinkroot",25
316,"https://terraria.wiki.gg/wiki/Deathweed","Deathweed",25
317,"https://terraria.wiki.gg/wiki/Waterleaf","Waterleaf",25
318,"https://terraria.wiki.gg/wiki/Fireblossom","Fireblossom",25
319,"https://terraria.wiki.gg/wiki/Shark_Fin","Shark Fin",25
320,"https://terraria.wiki.gg/wiki/Feather","Feather",25
321,"https://terraria.wiki.gg/wiki/Tombstone","Tombstone",2
322,"https://terraria.wiki.gg/wiki/Mime_Mask","Mime Mask",1
323,"https://terraria.wiki.gg/wiki/Antlion_Mandible","Antlion Mandible",5
324,"https://terraria.wiki.gg/wiki/Illegal_Gun_Parts","Illegal Gun Parts",1
325,"https://terraria.wiki.gg/wiki/The_Doctor%27s_Shirt","The Doctor's Shirt",1
326,"https://terraria.wiki.gg/wiki/The_Doctor%27s_Pants","The Doctor's Pants",1
327,"https://terraria.wiki.gg/wiki/Golden_Key","Golden Key",3
328,"https://terraria.wiki.gg/wiki/Shadow_Chest","Shadow Chest",1
329,"https://terraria.wiki.gg/wiki/Shadow_Key","Shadow Key",1
330,"https://terraria.wiki.gg/wiki/Obsidian_Brick_Wall","Obsidian Brick Wall",400
331,"https://terraria.wiki.gg/wiki/Jungle_Spores","Jungle Spores",25
332,"https://terraria.wiki.gg/wiki/Loom","Loom",1
333,"https://terraria.wiki.gg/wiki/Piano","Piano",1
334,"https://terraria.wiki.gg/wiki/Dresser","Dresser",1
335,"https://terraria.wiki.gg/wiki/Bench","Bench",1
336,"https://terraria.wiki.gg/wiki/Bathtub","Bathtub",1
337,"https://terraria.wiki.gg/wiki/Red_Banner","Red Banner",1
338,"https://terraria.wiki.gg/wiki/Green_Banner","Green Banner",1
339,"https://terraria.wiki.gg/wiki/Blue_Banner","Blue Banner",1
340,"https://terraria.wiki.gg/wiki/Yellow_Banner","Yellow Banner",1
341,"https://terraria.wiki.gg/wiki/Lamp_Post","Lamp Post",1
342,"https://terraria.wiki.gg/wiki/Tiki_Torch","Tiki Torch",1
343,"https://terraria.wiki.gg/wiki/Barrel","Barrel",1
344,"https://terraria.wiki.gg/wiki/Chinese_Lantern","Chinese Lantern",1
345,"https://terraria.wiki.gg/wiki/Cooking_Pot","Cooking Pot",1
346,"https://terraria.wiki.gg/wiki/Safe","Safe",1
347,"https://terraria.wiki.gg/wiki/Skull_Lantern","Skull Lantern",1
348,"https://terraria.wiki.gg/wiki/Trash_Can","Trash Can",1
349,"https://terraria.wiki.gg/wiki/Candelabra","Candelabra",1
350,"https://terraria.wiki.gg/wiki/Pink_Vase","Pink Vase",1
351,"https://terraria.wiki.gg/wiki/Mug","Mug",1
352,"https://terraria.wiki.gg/wiki/Keg","Keg",1
353,"https://terraria.wiki.gg/wiki/Ale","Ale",20
354,"https://terraria.wiki.gg/wiki/Bookcase","Bookcase",1
355,"https://terraria.wiki.gg/wiki/Throne","Throne",1
356,"https://terraria.wiki.gg/wiki/Bowl","Bowl",1
357,"https://terraria.wiki.gg/wiki/Bowl_of_Soup","Bowl of Soup",5
358,"https://terraria.wiki.gg/wiki/Toilet","Toilet",1
359,"https://terraria.wiki.gg/wiki/Grandfather_Clock","Grandfather Clock",1
360,"https://terraria.wiki.gg/wiki/Armor_Statue","Armor Statue",1
361,"https://terraria.wiki.gg/wiki/Goblin_Battle_Standard","Goblin Battle Standard",3
362,"https://terraria.wiki.gg/wiki/Tattered_Cloth","Tattered Cloth",25
363,"https://terraria.wiki.gg/wiki/Sawmill","Sawmill",1
364,"https://terraria.wiki.gg/wiki/Cobalt_Ore","Cobalt Ore",100
365,"https://terraria.wiki.gg/wiki/Mythril_Ore","Mythril Ore",100
366,"https://terraria.wiki.gg/wiki/Adamantite_Ore","Adamantite Ore",100
367,"https://terraria.wiki.gg/wiki/Pwnhammer","Pwnhammer",1
